REPORT_NUMBER,PREDICTED_MODE_RAW,confidence,primary_cause,cause_other_detail,infrastructure_type,speed_contributing,speed_contributing_detail,SOURCE_FILE,MODE
86684302,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87656695,Bicyclist,0.95,driver_ran_stop_sign_or_red_light,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24391162,Bicyclist,0.95,obstructed_sightline,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25951542,Other,0.75,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
24017385,Bicyclist,0.95,wrong_way_riding,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86777637,Bicyclist,0.95,distraction_inattention,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
90115367,Bicyclist,0.95,low_visibility_no_lights,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86204418,Bicyclist,0.95,wrong_way_riding,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86987489,Bicyclist,0.95,obstructed_sightline,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87754993,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24015337,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24515455,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26165613,Bicyclist,0.95,obstructed_sightline,,driveway_or_parking_lot,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24236935,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85538547,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86520429,Other,0.75,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
27304779,E-bike,0.95,wrong_way_riding,,driveway_or_parking_lot,yes,"The officer estimated the bicyclist's speed as 20 M.P.H., which is considered fast for a parking lot, especially when riding against traffic.",multilabel_RegBike_cause,E-Bike
27844721,Bicyclist,0.95,sidewalk_driveway_conflict,,driveway_or_parking_lot,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89621796,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25718323,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85391312,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
84564601,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24782631,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26585727,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,unknown,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85900036,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86656380,Bicyclist,0.95,hit_and_run,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88915544,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88228553,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24032659,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87408329,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86747246,Bicyclist,0.95,wrong_way_riding,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88762405,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26554690,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86172074,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26158858,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25180760,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87054144,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26811551,Other,0.75,non_motorist_ran_stop_sign_or_signal,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
85487155,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89165897,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89976138,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24630995,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of the non-motorist mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24956717,Other,0.75,low_visibility_no_lights,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
86533729,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26864132,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85550511,Bicyclist,0.95,distraction_inattention,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
84557093,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87266049,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87614360,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25886368,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
84902378,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26966213,Other,0.75,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
25594170,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85863982,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25868039,Other,0.75,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
88245242,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26816849,Bicyclist,0.95,hit_and_run,,driveway_or_parking_lot,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27054236,Other,0.75,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
88762197,Other,0.75,insufficient_information,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
89005457,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25147385,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87729849,Bicyclist,0.95,rear_end_following_too_close,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86329162,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,unclear,"Narrative mentions VEHICLE-1 speeding up, but does not provide clear information about the non-motorist's speed.",multilabel_RegBike_cause,Bicycle
26782524,Bicyclist,0.95,rear_end_following_too_close,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89083721,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24405825,Bicyclist,0.95,wrong_way_riding,,sidewalk,yes,"Bicyclist sped up as the car was pulling out, indicating that speed contributed to the collision.",multilabel_RegBike_cause,Bicycle
25247085,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86565379,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85986956,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25027153,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25096119,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27690087,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88618010,Bicyclist,0.95,speeding_reckless_driving,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89525366,Bicyclist,0.95,obstructed_sightline,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86448647,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24636787,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88304786,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85787765,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87462005,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
84886492,Other,0.75,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
87406669,Bicyclist,0.95,insufficient_information,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
82396951,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25446894,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85367700,Other,0.75,insufficient_information,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
24993352,Other,0.75,driver_failed_to_yield_turning,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
27285926,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25782779,Bicyclist,0.95,wrong_way_riding,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85214979,Other,0.75,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
85260279,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85262206,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87481532,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88849566,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86540440,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25882700,Other,0.75,hit_and_run,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
26394770,Other,0.75,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
26130466,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87419034,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86997860,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,yes,"PED1 stated that he was 'riding pretty fast' when he went across the intersection, indicating that his speed on the sidewalk may have contributed to the crash.",multilabel_RegBike_cause,Bicycle
88392736,Bicyclist,0.95,driver_ran_stop_sign_or_red_light,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85524606,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85771047,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89755578,Bicyclist,0.95,wrong_way_riding,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
